number,title,updated_at,html_url
13529,Fix medium reliability issues reported in SONAR in NFVD-FF-LOCK-MANAGER,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13529
13528,Fix medium reliability issues reported in SONAR in NFVD-FF-AUTOMATION,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13528
13526,Fix medium reliability issues reported in SONAR in NFVD-FF-API,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13526
13522,CNF Deploy job remains in Waiting forever (5387318954),13/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13522
13515,Defects found in Oracle DB environments,14/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13515
13514,Modify nfv-director.sh for nfvd-vcloud-microservice,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13514
13512,Update the security document,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13512
13509,[Test]: [UI] E2E download parameters from package management suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13509
13507,[E2E] Error message in package onboarding not transferred to NFVD,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13507
13505,VCloud Microservice Generic features,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13505
13503,Summary of Defects RCA Learnings ,01/12/2025,https://github.hpe.com/hpsd/nfvd/issues/13503
13502,[Test]: [UI] E2E vCloud integration,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13502
13486,[Feat]: [UI] Download parameters file from package management,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13486
13485,17 - [UI] Undeploy operation for vCloud,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13485
13484,16 - [UI] Deploy operation for vCloud,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13484
13483,"Duplicated ""Time In Queue"" tasks for reposted queued jobs in FF-API with enabled rate limiting",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13483
13482,[MKS 1245241] [CR23] no login in 992B NFVD (5387098057),27/11/2025,https://github.hpe.com/hpsd/nfvd/issues/13482
13481,15 - [UI] Adopt operation for vCloud,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13481
13480,Use nfvd_runtime_config to lock A41 onboard and unboard API jobs,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13480
13479,14 - [UI] VNFG management vCloud integration,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13479
13478,13 - [UI] VDC management vCloud integration,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13478
13477,12 - [UI] Network management vCloud integration,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13477
13470,11 - [UI] Images management vCloud integration,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13470
13469,10 - [UI] Set at user switch the vCloud restrictions,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13469
13468,While doing a `DC discovery` for K8s getting error: `Index 1 out of bounds for length 1`,12/11/2025,https://github.hpe.com/hpsd/nfvd/issues/13468
13466,9 - [UI] Organization management integration with vCloud,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13466
13465,8 - [UI] Datacenter management for vCloud,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13465
13454,"[Test]: [UI] Navigation from ""VNF list for a particular user"" to ""VDC manager""",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13454
13450,Job tracking tasks can't be fetched by FF-API in Oracle DB environments,14/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13450
13446,[Test]: [UI] E2E navigate from vnf list for user to VDC manager,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13446
13444,[Test]: [UI] E2E test Link from job task to VNF / CNF element suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13444
13439,VCLOUD Microservice (QueryVAppsInVDC operation),27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13439
13438,VCLOUD Microservice (Change VNF Package operation),09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13438
13437,VCLOUD Microservice (Query vApp operation),27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13437
13436,VCLOUD Microservice (Undeploy vApp operation),27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13436
13434,VCLOUD Microservice (Deploy vApp operation),27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13434
13433,VCLOUD Microservice (Discovery Operation),27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13433
13423,[Feat]: [UI] Usability enhancement in link from job to VDC item,31/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13423
13396,Deadlock while doing upgrade from 7.1.0 to 7.2.0 (plus GVNFM),09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13396
13394,[E2E] ETSI VNF VDU with 2 image references fail to INSTANTIATE,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13394
13393,Change CNF package target selection poor usability - 3- NORMAL (No Business Impact) - Telefonica (5386785994),05/03/2025,https://github.hpe.com/hpsd/nfvd/issues/13393
13388,Add Entity/VNF_Group field for operations,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13388
13384,Discovery-related actions are not completed when Openstack discovery jobs finish,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13384
13364,[E2E] [UI] Image assignment after package deletion test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13364
13363,[Test]: [UI] - E2E Datacenter deletion test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13363
13361,[Test]: [UI] - E2E Jobs management sorting and filtering test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13361
13360,[E2E] [UI] Import package: display package file name job tracking test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13360
13358,[E2E] [UI] VDC manager package filtering test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13358
13355,[E2E]: [UI] Assing default VDC and VNF group for VNFM,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13355
13354,[E2E]: [UI] Discovery refresh test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13354
13353,[E2E]: [UI] Download jobs report test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13353
13339,Package import failing/ On boarded package with name already present in catalog but package has been modified (5386616323),15/01/2025,https://github.hpe.com/hpsd/nfvd/issues/13339
13326,Handle both stdout and stderr output from kubectl/helm commands in container-microservice regardless of exit code,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13326
13324,[RESEARCH] Delete Kubernetes resources FF-API endpoint does not work with super token,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13324
13318,Oracle JDBC Driver using different versions for NFV-O,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13318
13317,[E2E]: [UI] - Display error in list of VNFs for a particular user,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13317
13315,Validate northbound callbacks for all operations in CNF E2E tests,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13315
13314,Deprecation of HCS,11/07/2025,https://github.hpe.com/hpsd/nfvd/issues/13314
13308,[UI] - E2E Download VNF parameters suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13308
13300,5 - VCLOUD Deploy API operation,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13300
13296,0 - VCLOUD microservice,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13296
13286,7 - VCLOUD Adopt Operation,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13286
13285,6 - VCLOUD Undeploy API Operation,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13285
13284,4 - Import networks for VCLOUD Datacenter,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13284
13283,3 - Attach Image:VCLOUD_DIRECTOR to Image:Generic for VCLOUD Datacenter,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13283
13281,1 - VCLOUD discovery API & VCLOUD NFVD model,27/05/2025,https://github.hpe.com/hpsd/nfvd/issues/13281
13278,Intermittent ConcurrentModificationException when running A41 onboard multiple API for the first time after a FF-API restart,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13278
13274,[Research] Job tracking error details should also be included for Adopt CNF operation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13274
13235,Remove Vulnerability due synchronization on method parameter in SC-MWFM,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13235
13234,Autorollback not working with complex input parameters ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13234
13221,[NFVO 7.2.0] Release Checklist,19/12/2024,https://github.hpe.com/hpsd/nfvd/issues/13221
13219,Remove Vulnerability due  synchronization on method parameter in Lock Manager,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13219
13210,Image-Management Screen not loading on Oracle-Database-VM due to db-query issue,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13210
13204,[SPIKE] External LDAP integration,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13204
13179,Reimport downloaded VNFPs with XML template inside,03/12/2024,https://github.hpe.com/hpsd/nfvd/issues/13179
13173,E2E to cover Pre-Post policies with scales ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13173
13172,E2E tests to cover metadata at VNF and VM level ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13172
13171,E2E tests to cover affinity and antiaffinity policies at DC level ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13171
13170,Remove nfvd-ff-etsi-vnfm-client and API  code for reactive and proactive VNF Deploys,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13170
13169,Remove all the documentation related to traffic rules.,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13169
13168,Remove add traffic rules policies from UI,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13168
13167,Create a regularization script to delete the traffic rules already provisioned,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13167
13166,Remove nfvd-ff-automation and nfvd-ff-etsi-vnfm-client code,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13166
13165,Remove E2E code,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13165
13162,Remove traffic rules API code,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13162
13161,Remove model changes and create migration scripts,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13161
13159,Traffic rules to deprecated ,23/12/2024,https://github.hpe.com/hpsd/nfvd/issues/13159
13158,[EPIC] Traffic Rules to deprecated,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13158
13157,Remove reactive and proactive VNF Deploy with Managers documentation and RNs,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13157
13156,[EPIC] Reactive and proactive Deploy of VNF with manager to deprecated,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13156
13154,Reactive and proactive Deploy of VNF with manager to deprecated,23/12/2024,https://github.hpe.com/hpsd/nfvd/issues/13154
13146,Setting BDM-related attributes during import volume operation,29/10/2024,https://github.hpe.com/hpsd/nfvd/issues/13146
13145,Discovery changes for proper handling of discovered volumes in FF,29/10/2024,https://github.hpe.com/hpsd/nfvd/issues/13145
13136,Project 💧VANILLA SKY 💧 - Virtualized Application Network Infrastructure Leveraging Limits and Automations,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13136
13127,[EPIC] Deprecate nfvo endpoints to import VNF packages,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13127
13126,Delete documentation references to nfvo endpoints to import VNF packages,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13126
13124,Delete code related to nfvo endpoints to import VNF packages,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13124
13123,Deprecation of nfvo endpoints to import VNF packages,23/12/2024,https://github.hpe.com/hpsd/nfvd/issues/13123
13116,Send X-B3-TraceId and X-B3-SpanId as part of SD notifications,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13116
13112,Magic Hook,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13112
13093,[UI] - E2E Script management test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13093
13086,Modify Adopt VM suite to accommodate multiple VM adoption,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13086
13068,[FIX] WFTransaction module keep leftover in the database after operations,02/12/2025,https://github.hpe.com/hpsd/nfvd/issues/13068
13066,WFTransaction module keep leftover in the database after operations,04/11/2025,https://github.hpe.com/hpsd/nfvd/issues/13066
13054,ER Error message for parsing error instead of Unexpected error (5385419814),23/10/2024,https://github.hpe.com/hpsd/nfvd/issues/13054
13047,BDM Volumes Management when VM associated is auto-rollbacked,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13047
13046,[Test]: [UI] - E2E test job error details suite,04/11/2025,https://github.hpe.com/hpsd/nfvd/issues/13046
13045,Proper handling of volume attachments in different FF use cases: deploy & undeploy VNF / adopt VM with volumes / discover & attach volumes,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13045
13036,Project 🪐Star wars 🪐- The vCloudVirtualization Awakens,27/06/2025,https://github.hpe.com/hpsd/nfvd/issues/13036
13034,NFVD 7.0 UI - nfvdDataAccessService.postRouteDeferred calls throwing 404 and not invoking the backend FF API during customization (5385155702),28/10/2024,https://github.hpe.com/hpsd/nfvd/issues/13034
13013,Add validation to the helm commands output to provide proper message when using a not valid helm binary,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/13013
13008,[Installer]:Implement to execute in parallel `UI/MF/DS and nfvd_quorum_net_install playbook` on GR Installation ,11/02/2025,https://github.hpe.com/hpsd/nfvd/issues/13008
13007,[Installer]: Implement to execute in Sequence  `LDAP/EPAS/DB/FF` and `nfvd_quorum_net_install playbook` on GR Installation,11/02/2025,https://github.hpe.com/hpsd/nfvd/issues/13007
13006,[Installer]: Implement to execute in parallel `UI/MF/DS and nfvd_quorum_net_install playbook` on High Availability Installation ,11/02/2025,https://github.hpe.com/hpsd/nfvd/issues/13006
13005,[Installer]: Implement to execute in Sequence  ‘LDAP/EPAS/DB/FF’ and nfvd_quorum_net_install playbook` on High Availability Installation,11/02/2025,https://github.hpe.com/hpsd/nfvd/issues/13005
13004,Document the steps to achieve Uninstall NFVD,17/06/2025,https://github.hpe.com/hpsd/nfvd/issues/13004
12981,[Automatic Test] Unable to upload same image to different VDCs. V2,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12981
12980,"[Automatic Test] Openstack discovery of a new DC fails with ""None of ids of pre-discovered tenants are matching with Openstack tenant ids""",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12980
12979,"[Automatic Test] Notify VNF job is failing during QueryVNF with the exception ""Cannot deserialize value of type java.lang.String from Array value (token JsonToken.START_ARRAY)",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12979
12976,[Automatic Test] Permit to configure extra params for helm delete,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12976
12975,[Automatic Test] LCM notification after deploy CNF sends wrong descriptor-id in non-TLD mode,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12975
12971,[UI] - E2E v2 Adopt VNF test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12971
12969,[UI] - E2E v2 Change VNF package test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12969
12926,Code analysis to check possible NPE in Oracle when we use artifactInstanceService.getAttribute().getValue(),09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12926
12918,[EPIC] NFVD Regression Test case Automation ,14/11/2025,https://github.hpe.com/hpsd/nfvd/issues/12918
12887,Install helm-plugin as rpm instead of zip,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12887
12886,Include helm-plugin rpm in the kit,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12886
12880,Safe procedure for hostname change (5384586601),04/02/2025,https://github.hpe.com/hpsd/nfvd/issues/12880
12875,Project ✂️ Edward ✂️ Scissorhands (Manostijeras) ✂️ : NFV-D Documentation's haircut,27/03/2025,https://github.hpe.com/hpsd/nfvd/issues/12875
12873,Deleting the attribute for deprecated previous_deployment_variable and Previous_deployment_variables_apply_changes functionality,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12873
12866,Add E2E test for change external connectivity 3.6.1 with VipCp,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12866
12845,Include Documentation for the epic and RN,11/09/2024,https://github.hpe.com/hpsd/nfvd/issues/12845
12842,[UI] - E2E delete arbitrary kubernetes resources test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12842
12841,Change mail sender configuration default value (5384668352),09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12841
12840,[Test]: [UI] - E2E datacenter management test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12840
12838,[Test]: [UI] - E2E jobs management test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12838
12831,"The Anti-Affinity policy should, acts as a must instead of relaxing the restriction and deploying the VMs in ""best effort""",06/09/2024,https://github.hpe.com/hpsd/nfvd/issues/12831
12821,[UI] - E2E v2 Create identifier test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12821
12820,[UI] - E2E v2 Create instance test suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12820
12788,Review existing Unit tests for Automation nodes and create a new ones,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12788
12727,Automatic rollback of modifyVnf operation is not working,12/09/2024,https://github.hpe.com/hpsd/nfvd/issues/12727
12722,[EPIC] New Sonar issues to be fixed and configured the jobs,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12722
12708,Fix grant in ETSI_ChangeVnfPkgWithPoliciesOK suite to validate defect #12688,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12708
12699,Force teardown method implementation for VNFs (5383935333),15/10/2024,https://github.hpe.com/hpsd/nfvd/issues/12699
12698,"To Improvise the error display, When VNF undeploy fails due to missing port in OS (5383935298)",03/12/2024,https://github.hpe.com/hpsd/nfvd/issues/12698
12691,Support authenticated chart and values.yml files in non TLD mode CNF operations,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12691
12676,[UI] - Generalize external id post authentication callback for SAML or OIDC,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12676
12659,[Test]: [UI] - E2E rate limit suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12659
12621,Execute and Check Uninstall commands in NFVD,17/06/2025,https://github.hpe.com/hpsd/nfvd/issues/12621
12605,Update regarding the usage of API ``/nfvd-ext/domains/<domainId>/datacenters``,12/09/2024,https://github.hpe.com/hpsd/nfvd/issues/12605
12600,"NFVD When token table is full, it deletes an active token-(SMS-5382894102)(PSC-5382954928)",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12600
12591,NFVD-FF-MODEL has 1 error in the tests,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12591
12581,Project AAI (Accelerate Ansible components Installation),17/06/2025,https://github.hpe.com/hpsd/nfvd/issues/12581
12569,Oracle not validated for HPE Telco NFVD 7.0.0,16/07/2024,https://github.hpe.com/hpsd/nfvd/issues/12569
12553,[UI] Allow to skip the chart upgrade in Change CNF Package,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12553
12552,"[API] Skip Chart Upgrade ""Change CNF Package"" API modifications  changes",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12552
12548,Inserts in NFVD_PROBLEM_DETAILS table are failing for errors longer than 2000 characters,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12548
12524,"[UI] - Align ""VIM placements"" capacities between UI and API",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12524
12514,[Test]: [UI] - E2E deploy CNF suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12514
12504,[NFVD v2 Model] Performance improvement Grant API,04/11/2025,https://github.hpe.com/hpsd/nfvd/issues/12504
12503,[NFVD v2 Model] Performance improvement Instantiate VNF API,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12503
12502,[NFVD v2 Model] Performance improvement Create VNF Identifier API,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12502
12457,Project The Full Monty - 🎥 error traceability in NFVD 🎥,11/11/2025,https://github.hpe.com/hpsd/nfvd/issues/12457
12455,[RESEARCH]: Investigate to Optimize Systems required for Installing HA Configuration,17/06/2025,https://github.hpe.com/hpsd/nfvd/issues/12455
12442,[DESIGN]NFVD does not support metadata replacement in values.yaml that contains stringified yaml sections,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12442
12419,"Feature request download params file , IP configuration using APIs without create an instance",09/12/2024,https://github.hpe.com/hpsd/nfvd/issues/12419
12416,E2E tests to cover Config_drive and User_data scripts,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12416
12407,Improve E2E Test suite VNFLifeCycleOperations to add and delete volumes,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12407
12399,Vz JPOR: enqueueing async requests of low priority in overload conditions,22/07/2024,https://github.hpe.com/hpsd/nfvd/issues/12399
12398,[UI] - Sort jobs table by several arguments,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12398
12389,Create dedicated API for VNF and VNF Component Designer GUI views in FF-API,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12389
12387,[RESEARCH] Improve Create Datacenter performance,18/11/2025,https://github.hpe.com/hpsd/nfvd/issues/12387
12369,Remove plain text credentials from Wiremock mappings files in nfvd-ff-e2e-tests repository,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12369
12360,[UI] Include traceid in job details,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12360
12318,Queries on Adopt feature v1 model ,25/06/2024,https://github.hpe.com/hpsd/nfvd/issues/12318
12317,`/migrate-xnf-inventory` API keeps in progress forever if the optional parameter target vdc_id is not received,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12317
12292,[UI] Instantiate wizard - Analyze wizard state at first load,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12292
12276,Orchestration Cloud deployment permissions (5382529386),16/12/2024,https://github.hpe.com/hpsd/nfvd/issues/12276
12259,ETSI v2 interactions with VNFM: improve error messages and fix HTTP codes we send back,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12259
12255,[UI] Substitute System_Tag header for SystemTag,31/05/2024,https://github.hpe.com/hpsd/nfvd/issues/12255
12243,Improve error message in Change CNF Package operation in TLD mode when ORIGIN_CREATION.ContainerResourceArtifactID points to non existing artifact,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12243
12242,Improve error message in Change CNF Package operation in non-TLD mode when ORIGIN_CREATION.ContainerResourceArtifactID points to non existing artifact,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12242
12232,[CICD] Modify the pipeline to install NFVD VMs to execute some stages in parallel,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12232
12226,"[UI] - VDC manager: Set ""VNFPs"" as default left sidebar active element instead of ""VNFs""",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12226
12225,"[UI] - Adapt ""Edit images"" and ""Assign images"" modals to changes in API",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12225
12182,E2E test for scenario handled in nfvd issue 11011,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12182
12181,E2E test for scenario handled in nfvd issue 11225,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12181
12171,[FF-API] New wildfly log formatter replace \n in error and exception in logs,08/07/2024,https://github.hpe.com/hpsd/nfvd/issues/12171
12098,[UI] - Highlight duplicated nodes in task Gantt diagram,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12098
12087,[RESEARCH] Improve DELETE /private/images/:imageId,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12087
12072,VZ - ME lab - Discovery Process taking too long (SMS 5380639865) (5381268252),25/11/2025,https://github.hpe.com/hpsd/nfvd/issues/12072
12033,[CICD] Install older kits in Vagrant,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12033
12029,"[UI] - VNFP Management. Differentiate between CNF and VNF packages and disable ""Migrate"" for CNF packages",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12029
12007,[UI] - Instantiate wizard: adapt API changes to improve performance,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12007
12006,"Integrated tests for ""Instantiate"" wizard performance improvement",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12006
12005,"Integrated tests in ""Create identifier"" wizard performance refactor",10/04/2024,https://github.hpe.com/hpsd/nfvd/issues/12005
12004,"Integrated tests in ""Create VNF from VNFP"" modal",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12004
12003,"[UI] - Adapt ""Create VNF from VNFP"" modal to use flavours and instantiation levels API",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12003
12002,"[EPIC] Improve performance of ""Create a VNF from VNFP"" operation",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12002
12001,[UI] - Create identifier wizard: adapt API changes to improve performance,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/12001
11998,Improve performance in NFVD v2 model wizards,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11998
11996,Modify GET connect API in v2 model instances to allow returning also not connected aggregators and internal VL,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11996
11995, Create new APIs to get/set vim placement information at vnf and vdu compute levels in v2 model instances,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11995
11967,[DOC] ETSI SOL003 Fail support ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11967
11966,E2E tests for ETSI SOL003 Fail support,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11966
11965,UI- API Manual integration tests for ETSI SOL003 Fail support,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11965
11964,New API to Fail a v2 model VNF LCM operation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11964
11954,"[EPIC] Improve performance for ""Instantiate"" wizard",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11954
11953,"[EPIC] Improve performance for ""Create identifier"" wizard ",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11953
11951,[UI] - Support for ETSI SOL003 Cancel operation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11951
11949,[UI] - Support for ETSI SOL003 Fail operation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11949
11947,[NFVD Model V2] ETSI SOL003 Cancel support,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11947
11946,[NFVD Model V2] ETSI SOL003 Fail support,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11946
11941,[UI] - Deploy CNF. Provide a way to apply customizations in several containers,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11941
11897,Allow unknown fields missing in POJOs ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11897
11846,Project Pythovery,12/11/2025,https://github.hpe.com/hpsd/nfvd/issues/11846
11813, Send response code 400 if wrong templateId is passed to the detach API,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11813
11798,Use of Definitions Cache Phase III,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11798
11787,Return empty list of images in GET /datacenters/:datacenterId/images,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11787
11763,Cleanup monitors from UI,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11763
11745,Support SECURITY_GROUP refresh operation for multi region Openstack,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11745
11744,Support FLAVOR refresh operation for multi region Openstack,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11744
11743,Support IMAGE refresh operation for multi region Openstack,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11743
11741,Support NETWORK refresh operation for multi region Openstack,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11741
